,source,target,numVisited,pathLength,uniqueVisited,performance
0,1580035061,1580035137,56,9,46,0.8392857142857143
1,444336009,1580034694,9,4,8,0.5555555555555556
2,1344566966,1580035061,22,9,19,0.5909090909090908
3,1580035061,1580035240,32,7,29,0.78125
4,1580035042,6051095782,15,6,14,0.6
5,1344566974,1580035350,20,5,19,0.75
6,1580034744,1580034875,7,3,6,0.5714285714285714
7,444336013,1580035031,12,6,11,0.5
8,1580034945,1580035284,18,6,17,0.6666666666666667
9,1580034875,1580035021,20,8,17,0.6
10,1580034744,1580035175,43,12,37,0.7209302325581395
11,1580034527,1580034896,9,5,9,0.4444444444444444
12,1580035240,3994361363,12,6,10,0.5
13,1580034900,1580035198,44,11,38,0.75
14,1580035350,1580035688,18,3,17,0.8333333333333334
15,1580034883,1580034920,5,4,4,0.19999999999999996
16,444336014,1580035042,2,2,2,0.0
17,1580034913,3249304308,26,10,22,0.6153846153846154
18,1580035688,3249304309,28,8,25,0.7142857142857143
19,1580034884,1580034886,9,4,8,0.5555555555555556
20,1580035061,1580035065,3,2,3,0.33333333333333337
21,1580034886,3249304308,48,15,42,0.6875
22,1344566966,1344566974,11,5,9,0.5454545454545454
23,1580034994,3249304309,9,6,8,0.33333333333333337
24,1580034875,1580035198,41,11,35,0.7317073170731707
25,1580034744,6051095781,43,13,36,0.6976744186046512
26,1580035175,1580035284,13,4,12,0.6923076923076923
27,1344566973,1580034967,2,2,2,0.0
28,1580034900,1580034920,2,2,2,0.0
29,1344566974,1580034899,45,7,41,0.8444444444444444
30,1580034879,3994361361,19,7,17,0.631578947368421
31,1580034773,1580034920,11,5,10,0.5454545454545454
32,444336009,1580035137,47,11,41,0.7659574468085106
33,1580034886,1580034896,17,6,15,0.6470588235294117
34,1580034888,1580035175,27,6,24,0.7777777777777778
35,1580034964,1580035065,15,7,14,0.5333333333333333
36,1580034748,1580034884,9,4,8,0.5555555555555556
37,1580034773,1580034879,4,3,4,0.25
38,1344566974,1580035021,13,4,12,0.6923076923076923
39,1580034875,1580035175,44,11,37,0.75
40,1580035042,1580035350,16,5,15,0.6875
41,1580034527,1580034773,6,5,6,0.16666666666666663
42,1344566974,1580034737,23,7,20,0.6956521739130435
43,1580035175,3249304311,41,6,36,0.8536585365853658
44,1580034879,1580035160,22,6,21,0.7272727272727273
45,1580034817,1580035198,49,14,42,0.7142857142857143
46,1580034875,1580035240,46,11,39,0.7608695652173914
47,1580035031,3994361361,3,3,3,0.0
48,1580035728,6051095781,32,10,30,0.6875
49,1580035021,3994361363,4,3,3,0.25
50,444336009,1580035284,49,13,41,0.7346938775510203
51,1580035065,1580035284,16,4,15,0.75
52,1580034994,1580035031,11,4,10,0.6363636363636364
53,1580034905,3249304308,52,13,40,0.75
54,1580035137,6051095781,45,13,38,0.7111111111111111
55,1580034964,6051095782,35,10,31,0.7142857142857143
56,444336009,1580035240,48,13,40,0.7291666666666667
57,1580035160,6051095781,35,11,30,0.6857142857142857
58,1580034918,3994361361,11,7,9,0.36363636363636365
59,1580034744,3994361363,39,13,33,0.6666666666666667
60,1580034900,1580035160,32,7,28,0.78125
61,444336014,1580034773,27,9,25,0.6666666666666667
62,1580034905,1580035061,33,9,26,0.7272727272727273
63,1580034773,1580035240,43,9,37,0.7906976744186046
64,1580035031,1580035240,12,3,11,0.75
65,1580035175,6051095781,37,12,33,0.6756756756756757
66,1344566969,1344566974,23,6,21,0.7391304347826086
67,444336014,1580034737,28,10,26,0.6428571428571428
68,1580034945,1580035160,26,8,23,0.6923076923076923
69,1344566974,3994361361,12,3,11,0.75
70,1580034875,1580034964,12,6,9,0.5
71,1580034899,3249304309,7,3,7,0.5714285714285714
72,1344566973,1580035728,60,6,50,0.9
73,1580034913,1580035688,58,9,48,0.8448275862068966
74,1580034884,1580035065,23,11,20,0.5217391304347826
75,1580034896,1580034945,20,8,16,0.6
76,1580034905,3249304309,46,11,36,0.7608695652173914
77,444336013,1580034964,10,5,9,0.5
78,1580035198,1580035240,20,4,17,0.8
79,1580034527,1580034884,10,7,10,0.30000000000000004
80,1344566973,1580034744,36,9,28,0.75
81,1580034744,1580034879,9,6,8,0.33333333333333337
82,1344566973,1580035160,11,3,10,0.7272727272727273
83,1580035284,6051095781,4,4,4,0.0
84,1580034883,1580034886,9,5,8,0.4444444444444444
85,1580034737,6051095781,42,14,37,0.6666666666666667
86,444336013,1580035042,2,2,2,0.0
87,1344566969,1580034886,2,2,2,0.0
88,1580034883,1580034964,7,5,6,0.2857142857142857
89,1580034694,1580035031,20,7,18,0.65
90,1580034920,1580035350,33,7,29,0.7878787878787878
91,444336013,1580034900,16,7,15,0.5625
92,1580035061,3249304311,25,5,23,0.8
93,1344566969,3249304309,44,12,37,0.7272727272727273
94,1580034694,1580034748,3,3,3,0.0
95,1580035350,1580035728,44,4,41,0.9090909090909091
96,444336013,1344566966,22,8,20,0.6363636363636364
97,1580034737,1580034920,13,7,12,0.46153846153846156
98,444336013,1580034884,20,9,19,0.55
99,1580035350,6051095781,17,7,16,0.5882352941176471
100,1580034748,1580034817,7,3,6,0.5714285714285714
101,1580034879,1580034883,8,4,7,0.5
102,1580034773,1580034884,5,3,5,0.4
103,1344566974,1580035031,16,5,15,0.6875
104,1580035198,6051095781,3,3,3,0.0
105,1580034994,1580035198,19,7,18,0.631578947368421
106,1580035031,1580035688,44,4,38,0.9090909090909091
107,1580034900,1580034913,7,3,6,0.5714285714285714
108,1344566974,1580035688,55,7,47,0.8727272727272728
109,1580034888,3994361361,19,6,16,0.6842105263157895
110,1580034737,1580034883,8,4,7,0.5
